image_path,area,tilt,bbox,vertices,annotation,encoded_label,brightness,blurriness
ccpd_db/0274-1_3-196&491_430&589-422&589_196&583_204&491_430&497-0_0_21_5_25_24_29-225-9.jpg,274,1_3,"[196, 491, 430, 589]","[[422, 589], [196, 583], [204, 491], [430, 497]]",皖AXF105,"[0, 0, 21, 5, 25, 24, 29]",225,9
ccpd_db/0339-26_49-259&481_441&637-441&637_293&562_259&481_407&556-0_0_32_30_29_4_30-30-113.jpg,339,26_49,"[259, 481, 441, 637]","[[441, 637], [293, 562], [259, 481], [407, 556]]",皖A865E6,"[0, 0, 32, 30, 29, 4, 30]",30,113
ccpd_db/0738-15_41-159&492_500&673-500&673_209&594_159&492_450&571-0_0_26_32_12_27_32-25-3.jpg,738,15_41,"[159, 492, 500, 673]","[[500, 673], [209, 594], [159, 492], [450, 571]]",皖A28N38,"[0, 0, 26, 32, 12, 27, 32]",25,3
ccpd_db/0392-0_0-197&479_503&586-501&586_197&585_199&479_503&480-0_0_16_26_24_29_0-225-15.jpg,392,0_0,"[197, 479, 503, 586]","[[501, 586], [197, 585], [199, 479], [503, 480]]",皖AS205A,"[0, 0, 16, 26, 24, 29, 0]",225,15
ccpd_db/0626-4_17-290&473_634&625-605&600_290&625_319&498_634&473-0_0_7_22_26_30_33-210-11.jpg,626,4_17,"[290, 473, 634, 625]","[[605, 600], [290, 625], [319, 498], [634, 473]]",皖AHY269,"[0, 0, 7, 22, 26, 30, 33]",210,11
ccpd_db/0948-2_22-73&509_635&650-635&650_117&629_73&509_591&530-0_0_25_24_24_9_30-23-42.jpg,948,2_22,"[73, 509, 635, 650]","[[635, 650], [117, 629], [73, 509], [591, 530]]",皖A100K6,"[0, 0, 25, 24, 24, 9, 30]",23,42
ccpd_db/0316-0_1-230&441_505&537-505&537_232&537_230&441_503&441-0_0_6_29_9_24_32-225-30.jpg,316,0_1,"[230, 441, 505, 537]","[[505, 537], [232, 537], [230, 441], [503, 441]]",皖AG5K08,"[0, 0, 6, 29, 9, 24, 32]",225,30
ccpd_db/0285-11_21-204&421_401&542-401&542_220&506_204&421_385&457-0_0_8_0_28_25_26-22-1.jpg,285,11_21,"[204, 421, 401, 542]","[[401, 542], [220, 506], [204, 421], [385, 457]]",皖AJA412,"[0, 0, 8, 0, 28, 25, 26]",22,1
ccpd_db/0592-0_8-113&456_603&557-587&557_113&550_129&456_603&463-0_0_27_27_24_0_33-28-125.jpg,592,0_8,"[113, 456, 603, 557]","[[587, 557], [113, 550], [129, 456], [603, 463]]",皖A330A9,"[0, 0, 27, 27, 24, 0, 33]",28,125
ccpd_db/0300-7_13-225&464_449&576-449&576_234&549_225&464_440&491-0_0_28_10_24_32_30-27-4.jpg,300,7_13,"[225, 464, 449, 576]","[[449, 576], [234, 549], [225, 464], [440, 491]]",皖A4L086,"[0, 0, 28, 10, 24, 32, 30]",27,4
ccpd_db/0240-2_3-276&508_499&598-499&598_278&590_276&508_497&516-0_0_6_25_26_27_33-230-34.jpg,240,2_3,"[276, 508, 499, 598]","[[499, 598], [278, 590], [276, 508], [497, 516]]",皖AG1239,"[0, 0, 6, 25, 26, 27, 33]",230,34
ccpd_db/0267-3_24-351&574_584&670-551&659_351&670_384&585_584&574-0_0_15_33_33_25_8-197-70.jpg,267,3_24,"[351, 574, 584, 670]","[[551, 659], [351, 670], [384, 585], [584, 574]]",皖AR991J,"[0, 0, 15, 33, 33, 25, 8]",197,70
ccpd_db/0311-15_23-254&466_456&595-444&544_254&595_266&517_456&466-0_0_27_33_33_7_25-26-4.jpg,311,15_23,"[254, 466, 456, 595]","[[444, 544], [254, 595], [266, 517], [456, 466]]",皖A399H1,"[0, 0, 27, 33, 33, 7, 25]",26,4
ccpd_db/035-8_29-229&484_481&600-481&600_262&569_229&484_448&515-0_1_3_8_30_30_26-23-4.jpg,35,8_29,"[229, 484, 481, 600]","[[481, 600], [262, 569], [229, 484], [448, 515]]",皖BDJ662,"[0, 1, 3, 8, 30, 30, 26]",23,4
ccpd_db/0698-1_2-264&335_672&478-663&478_264&471_273&335_672&342-0_0_16_9_30_33_30-231-12.jpg,698,1_2,"[264, 335, 672, 478]","[[663, 478], [264, 471], [273, 335], [672, 342]]",皖ASK696,"[0, 0, 16, 9, 30, 33, 30]",231,12
ccpd_db/0075-0_0-355&463_490&510-489&510_355&509_356&463_490&464-0_0_29_30_26_17_33-10-3.jpg,75,0_0,"[355, 463, 490, 510]","[[489, 510], [355, 509], [356, 463], [490, 464]]",皖A562T9,"[0, 0, 29, 30, 26, 17, 33]",10,3
ccpd_db/0125-7_13-292&485_430&561-430&561_298&543_292&485_424&503-0_0_1_30_26_30_17-15-10.jpg,125,7_13,"[292, 485, 430, 561]","[[430, 561], [298, 543], [292, 485], [424, 503]]",皖AB626T,"[0, 0, 1, 30, 26, 30, 17]",15,10
ccpd_db/0336-3_11-202&508_467&614-467&614_214&597_202&508_455&525-0_12_6_30_27_33_24-35-19.jpg,336,3_11,"[202, 508, 467, 614]","[[467, 614], [214, 597], [202, 508], [455, 525]]",皖NG6390,"[0, 12, 6, 30, 27, 33, 24]",35,19
ccpd_db/0202-3_10-237&418_446&499-446&499_246&487_237&418_437&430-0_0_6_26_24_27_17-19-2.jpg,202,3_10,"[237, 418, 446, 499]","[[446, 499], [246, 487], [237, 418], [437, 430]]",皖AG203T,"[0, 0, 6, 26, 24, 27, 17]",19,2
ccpd_db/0666-2_2-190&431_554&584-542&584_190&571_202&431_554&444-0_0_21_30_31_24_31-236-21.jpg,666,2_2,"[190, 431, 554, 584]","[[542, 584], [190, 571], [202, 431], [554, 444]]",皖AX6707,"[0, 0, 21, 30, 31, 24, 31]",236,21
ccpd_db/0386-3_20-233&489_521&601-491&587_233&601_263&503_521&489-0_0_28_11_32_32_25-30-19.jpg,386,3_20,"[233, 489, 521, 601]","[[491, 587], [233, 601], [263, 503], [521, 489]]",皖A4M881,"[0, 0, 28, 11, 32, 32, 25]",30,19
ccpd_db/0380-9_49-95&522_381&633-381&633_158&596_95&522_318&559-0_0_7_32_24_24_11-26-28.jpg,380,9_49,"[95, 522, 381, 633]","[[381, 633], [158, 596], [95, 522], [318, 559]]",皖AH800M,"[0, 0, 7, 32, 24, 24, 11]",26,28
ccpd_db/0655-1_12-171&427_589&558-589&558_193&546_171&427_567&439-0_0_22_26_24_32_22-28-3.jpg,655,1_12,"[171, 427, 589, 558]","[[589, 558], [193, 546], [171, 427], [567, 439]]",皖AY208Y,"[0, 0, 22, 26, 24, 32, 22]",28,3
ccpd_db/0185-2_8-317&470_491&559-483&551_317&559_325&478_491&470-0_0_21_32_2_32_24-28-47.jpg,185,2_8,"[317, 470, 491, 559]","[[483, 551], [317, 559], [325, 478], [491, 470]]",皖AX8C80,"[0, 0, 21, 32, 2, 32, 24]",28,47
ccpd_db/0221-1_16-232&512_466&591-466&591_252&586_232&512_446&517-0_0_21_31_33_30_30-23-3.jpg,221,1_16,"[232, 512, 466, 591]","[[466, 591], [252, 586], [232, 512], [446, 517]]",皖AX7966,"[0, 0, 21, 31, 33, 30, 30]",23,3
ccpd_db/0092-0_6-320&485_468&537-463&536_320&537_325&486_468&485-0_0_20_26_26_30_17-203-20.jpg,92,0_6,"[320, 485, 468, 537]","[[463, 536], [320, 537], [325, 486], [468, 485]]",皖AW226T,"[0, 0, 20, 26, 26, 30, 17]",203,20
ccpd_db/0289-2_4-302&482_522&592-518&582_302&592_306&492_522&482-0_0_2_24_32_27_27-201-39.jpg,289,2_4,"[302, 482, 522, 592]","[[518, 582], [302, 592], [306, 492], [522, 482]]",皖AC0833,"[0, 0, 2, 24, 32, 27, 27]",201,39
ccpd_db/0202-1_3-212&462_416&545-410&545_212&541_218&462_416&466-0_0_22_17_24_24_33-27-3.jpg,202,1_3,"[212, 462, 416, 545]","[[410, 545], [212, 541], [218, 462], [416, 466]]",皖AYT009,"[0, 0, 22, 17, 24, 24, 33]",27,3
ccpd_db/0439-3_2-149&404_421&539-419&539_149&522_151&404_421&421-0_0_2_11_25_25_27-22-1.jpg,439,3_2,"[149, 404, 421, 539]","[[419, 539], [149, 522], [151, 404], [421, 421]]",皖ACM113,"[0, 0, 2, 11, 25, 25, 27]",22,1
ccpd_db/0352-2_3-275&450_538&562-538&551_285&562_275&461_528&450-0_0_8_22_31_29_25-215-75.jpg,352,2_3,"[275, 450, 538, 562]","[[538, 551], [285, 562], [275, 461], [528, 450]]",皖AJY751,"[0, 0, 8, 22, 31, 29, 25]",215,75
ccpd_db/0426-1_1-197&494_515&606-515&597_197&606_197&503_515&494-0_0_4_30_26_30_12-28-80.jpg,426,1_1,"[197, 494, 515, 606]","[[515, 597], [197, 606], [197, 503], [515, 494]]",皖AE626N,"[0, 0, 4, 30, 26, 30, 12]",28,80
ccpd_db/0966-13_29-191&445_563&662-563&662_232&583_191&445_522&524-0_0_2_26_32_32_1-25-12.jpg,966,13_29,"[191, 445, 563, 662]","[[563, 662], [232, 583], [191, 445], [522, 524]]",皖AC288B,"[0, 0, 2, 26, 32, 32, 1]",25,12
ccpd_db/0266-5_12-235&490_453&592-453&592_245&571_235&490_443&511-0_0_21_13_25_33_31-18-1.jpg,266,5_12,"[235, 490, 453, 592]","[[453, 592], [245, 571], [235, 490], [443, 511]]",皖AXP197,"[0, 0, 21, 13, 25, 33, 31]",18,1
ccpd_db/0374-0_11-211&483_521&584-521&583_231&584_211&484_501&483-0_0_7_18_24_28_24-22-6.jpg,374,0_11,"[211, 483, 521, 584]","[[521, 583], [231, 584], [211, 484], [501, 483]]",皖AHU040,"[0, 0, 7, 18, 24, 28, 24]",22,6
ccpd_db/0256-1_0-244&403_482&493-479&493_244&487_247&403_482&409-0_0_7_25_10_24_26-212-16.jpg,256,1_0,"[244, 403, 482, 493]","[[479, 493], [244, 487], [247, 403], [482, 409]]",皖AH1L02,"[0, 0, 7, 25, 10, 24, 26]",212,16
