image_path,area,tilt,bbox,vertices,annotation,encoded_label,brightness,blurriness
ccpd_weather/0067-1_1-374&442_499&487-499&484_376&487_374&445_497&442-0_0_32_26_33_16_27-61-11.jpg,67,1_1,"[374, 442, 499, 487]","[[499, 484], [376, 487], [374, 445], [497, 442]]",皖A718S2,"[0, 0, 32, 26, 33, 16, 27]",61,11
ccpd_weather/0068-1_0-356&531_478&578-476&578_356&574_358&531_478&535-10_1_32_27_0_29_33-129-32.jpg,68,1_0,"[356, 531, 478, 578]","[[476, 578], [356, 574], [358, 531], [478, 535]]",苏B72A48,"[10, 1, 32, 27, 0, 29, 33]",129,32
ccpd_weather/0068-2_1-413&559_528&609-528&604_414&609_413&564_527&559-0_0_14_27_27_33_33-92-24.jpg,68,2_1,"[413, 559, 528, 609]","[[528, 604], [414, 609], [413, 564], [527, 559]]",皖AQ2288,"[0, 0, 14, 27, 27, 33, 33]",92,24
ccpd_weather/0068-5_2-272&510_376&565-376&555_279&565_272&520_369&510-0_16_9_26_25_26_30-76-7.jpg,68,5_2,"[272, 510, 376, 565]","[[376, 555], [279, 565], [272, 520], [369, 510]]",皖SK1015,"[0, 16, 9, 26, 25, 26, 30]",76,7
ccpd_weather/0069-5_2-362&493_475&544-473&544_362&533_364&493_475&504-0_0_32_27_10_33_25-72-55.jpg,69,5_2,"[362, 493, 475, 544]","[[473, 544], [362, 533], [364, 493], [475, 504]]",皖A72L80,"[0, 0, 32, 27, 10, 33, 25]",72,55
ccpd_weather/0071-1_1-370&515_494&563-494&563_370&559_370&515_494&519-0_0_10_31_25_24_12-34-7.jpg,71,1_1,"[370, 515, 494, 563]","[[494, 563], [370, 559], [370, 515], [494, 519]]",皖AL60ON,"[0, 0, 10, 31, 25, 24, 12]",34,7
ccpd_weather/0071-1_2-323&534_450&581-450&577_326&581_323&538_447&534-0_0_2_31_26_30_22-76-12.jpg,71,1_2,"[323, 534, 450, 581]","[[450, 577], [326, 581], [323, 538], [447, 534]]",皖AC615Y,"[0, 0, 2, 31, 26, 30, 22]",76,12
ccpd_weather/0071-3_3-415&300_539&348-539&341_415&348_415&307_539&300-0_0_16_25_26_32_12-66-9.jpg,71,3_3,"[415, 300, 539, 348]","[[539, 341], [415, 348], [415, 307], [539, 300]]",皖AS017N,"[0, 0, 16, 25, 26, 32, 12]",66,9
ccpd_weather/0072-0_1-293&390_422&437-421&436_293&437_294&391_422&390-0_0_12_29_26_24_22-88-6.jpg,72,0_1,"[293, 390, 422, 437]","[[421, 436], [293, 437], [294, 391], [422, 390]]",皖AN41OY,"[0, 0, 12, 29, 26, 24, 22]",88,6
ccpd_weather/0072-0_6-295&558_422&606-422&606_300&605_295&558_417&559-0_0_16_28_26_28_16-61-26.jpg,72,0_6,"[295, 558, 422, 606]","[[422, 606], [300, 605], [295, 558], [417, 559]]",皖AS313S,"[0, 0, 16, 28, 26, 28, 16]",61,26
ccpd_weather/0072-1_1-326&522_455&569-455&569_326&566_326&522_455&525-0_0_12_0_29_26_25-59-37.jpg,72,1_1,"[326, 522, 455, 569]","[[455, 569], [326, 566], [326, 522], [455, 525]]",皖ANA410,"[0, 0, 12, 0, 29, 26, 25]",59,37
ccpd_weather/0073-0_0-344&550_474&597-473&597_344&595_345&550_474&552-0_0_15_32_31_24_22-95-13.jpg,73,0_0,"[344, 550, 474, 597]","[[473, 597], [344, 595], [345, 550], [474, 552]]",皖AR76OY,"[0, 0, 15, 32, 31, 24, 22]",95,13
ccpd_weather/0073-0_1-384&426_517&472-517&472_385&471_384&426_516&427-10_0_25_26_5_4_33-131-22.jpg,73,0_1,"[384, 426, 517, 472]","[[517, 472], [385, 471], [384, 426], [516, 427]]",苏A01FE8,"[10, 0, 25, 26, 5, 4, 33]",131,22
ccpd_weather/0073-1_2-266&519_396&566-396&563_269&566_266&522_393&519-0_0_4_8_29_29_27-83-30.jpg,73,1_2,"[266, 519, 396, 566]","[[396, 563], [269, 566], [266, 522], [393, 519]]",皖AEJ442,"[0, 0, 4, 8, 29, 29, 27]",83,30
ccpd_weather/0073-2_1-288&335_414&384-414&378_289&384_288&341_413&335-0_0_15_14_31_25_24-97-12.jpg,73,2_1,"[288, 335, 414, 384]","[[414, 378], [289, 384], [288, 341], [413, 335]]",皖ARQ60O,"[0, 0, 15, 14, 31, 25, 24]",97,12
ccpd_weather/0074-4_7-295&523_413&576-413&576_297&567_295&523_411&532-0_0_3_21_29_26_28-63-7.jpg,74,4_7,"[295, 523, 413, 576]","[[413, 576], [297, 567], [295, 523], [411, 532]]",皖ADX413,"[0, 0, 3, 21, 29, 26, 28]",63,7
ccpd_weather/0074-9_20-461&540_562&602-553&587_461&602_470&555_562&540-0_0_8_28_25_32_11-95-17.jpg,74,9_20,"[461, 540, 562, 602]","[[553, 587], [461, 602], [470, 555], [562, 540]]",皖AJ307M,"[0, 0, 8, 28, 25, 32, 11]",95,17
ccpd_weather/0075-0_0-368&450_502&497-502&497_368&497_368&450_502&450-0_0_0_25_30_27_27-79-33.jpg,75,0_0,"[368, 450, 502, 497]","[[502, 497], [368, 497], [368, 450], [502, 450]]",皖AA0522,"[0, 0, 0, 25, 30, 27, 27]",79,33
ccpd_weather/0076-1_10-269&568_400&617-393&614_269&617_276&571_400&568-0_0_18_4_25_30_30-60-3.jpg,76,1_10,"[269, 568, 400, 617]","[[393, 614], [269, 617], [276, 571], [400, 568]]",皖AUE055,"[0, 0, 18, 4, 25, 30, 30]",60,3
ccpd_weather/0076-1_7-321&478_457&525-457&525_325&521_321&478_453&482-0_0_32_25_4_29_33-127-30.jpg,76,1_7,"[321, 478, 457, 525]","[[457, 525], [325, 521], [321, 478], [453, 482]]",皖A70E48,"[0, 0, 32, 25, 4, 29, 33]",127,30
ccpd_weather/0077-1_3-292&546_421&596-421&596_293&592_292&546_420&550-0_0_21_29_31_27_16-90-15.jpg,77,1_3,"[292, 546, 421, 596]","[[421, 596], [293, 592], [292, 546], [420, 550]]",皖AX462S,"[0, 0, 21, 29, 31, 27, 16]",90,15
ccpd_weather/0077-4_3-169&310_294&362-294&352_170&362_169&320_293&310-0_0_23_9_33_24_29-107-17.jpg,77,4_3,"[169, 310, 294, 362]","[[294, 352], [170, 362], [169, 320], [293, 310]]",皖AZK8O4,"[0, 0, 23, 9, 33, 24, 29]",107,17
ccpd_weather/0078-4_4-357&352_480&405-480&396_357&405_357&361_480&352-0_0_25_30_11_29_31-42-2.jpg,78,4_4,"[357, 352, 480, 405]","[[480, 396], [357, 405], [357, 361], [480, 352]]",皖A05M46,"[0, 0, 25, 30, 11, 29, 31]",42,2
ccpd_weather/0079-0_0-318&495_456&543-456&541_318&543_318&497_456&495-0_0_33_2_27_33_30-83-9.jpg,79,0_0,"[318, 495, 456, 543]","[[456, 541], [318, 543], [318, 497], [456, 495]]",皖A8C285,"[0, 0, 33, 2, 27, 33, 30]",83,9
ccpd_weather/0079-0_0-376&516_509&566-508&566_376&565_377&516_509&517-0_0_10_33_29_30_27-53-21.jpg,79,0_0,"[376, 516, 509, 566]","[[508, 566], [376, 565], [377, 516], [509, 517]]",皖AL8452,"[0, 0, 10, 33, 29, 30, 27]",53,21
ccpd_weather/0079-2_1-200&353_331&404-331&398_201&404_200&359_330&353-0_0_7_31_32_31_23-97-64.jpg,79,2_1,"[200, 353, 331, 404]","[[331, 398], [201, 404], [200, 359], [330, 353]]",皖AH676Z,"[0, 0, 7, 31, 32, 31, 23]",97,64
ccpd_weather/0079-2_1-272&492_404&542-401&542_272&537_275&492_404&497-0_0_21_33_21_27_26-84-15.jpg,79,2_1,"[272, 492, 404, 542]","[[401, 542], [272, 537], [275, 492], [404, 497]]",皖AX8X21,"[0, 0, 21, 33, 21, 27, 26]",84,15
ccpd_weather/0079-3_2-217&399_350&449-350&441_218&449_217&407_349&399-0_0_33_4_31_30_26-150-43.jpg,79,3_2,"[217, 399, 350, 449]","[[350, 441], [218, 449], [217, 407], [349, 399]]",皖A8E651,"[0, 0, 33, 4, 31, 30, 26]",150,43
ccpd_weather/0080-0_0-344&486_482&535-482&534_345&535_344&487_481&486-0_0_6_26_31_32_16-84-7.jpg,80,0_0,"[344, 486, 482, 535]","[[482, 534], [345, 535], [344, 487], [481, 486]]",皖AG167S,"[0, 0, 6, 26, 31, 32, 16]",84,7
ccpd_weather/0080-0_10-293&528_423&580-423&579_303&580_293&529_413&528-0_0_24_4_33_27_30-94-13.jpg,80,0_10,"[293, 528, 423, 580]","[[423, 579], [303, 580], [293, 529], [413, 528]]",皖AOE825,"[0, 0, 24, 4, 33, 27, 30]",94,13
ccpd_weather/0080-4_0-275&328_400&382-396&382_275&373_279&328_400&337-0_15_10_26_26_26_13-111-39.jpg,80,4_0,"[275, 328, 400, 382]","[[396, 382], [275, 373], [279, 328], [400, 337]]",皖RL111P,"[0, 15, 10, 26, 26, 26, 13]",111,39
ccpd_weather/0080-4_5-291&437_416&491-416&491_292&481_291&437_415&447-0_14_25_32_26_28_29-102-15.jpg,80,4_5,"[291, 437, 416, 491]","[[416, 491], [292, 481], [291, 437], [415, 447]]",皖Q07134,"[0, 14, 25, 32, 26, 28, 29]",102,15
ccpd_weather/0081-3_5-333&460_464&512-464&512_335&505_333&460_462&467-0_0_12_30_25_31_29-42-7.jpg,81,3_5,"[333, 460, 464, 512]","[[464, 512], [335, 505], [333, 460], [462, 467]]",皖AN5064,"[0, 0, 12, 30, 25, 31, 29]",42,7
ccpd_weather/0081-4_0-317&298_445&351-445&341_321&351_317&308_441&298-0_5_14_27_24_32_33-68-14.jpg,81,4_0,"[317, 298, 445, 351]","[[445, 341], [321, 351], [317, 308], [441, 298]]",皖FQ2O78,"[0, 5, 14, 27, 24, 32, 33]",68,14
ccpd_weather/0082-1_1-232&499_375&547-375&544_232&547_232&502_375&499-0_0_15_32_8_30_33-124-20.jpg,82,1_1,"[232, 499, 375, 547]","[[375, 544], [232, 547], [232, 502], [375, 499]]",皖AR7J58,"[0, 0, 15, 32, 8, 30, 33]",124,20
ccpd_weather/0082-1_3-288&527_423&578-421&575_288&578_290&530_423&527-0_0_6_30_24_33_30-86-18.jpg,82,1_3,"[288, 527, 423, 578]","[[421, 575], [288, 578], [290, 530], [423, 527]]",皖AG5O85,"[0, 0, 6, 30, 24, 33, 30]",86,18
ccpd_weather/0083-0_0-255&495_395&545-395&545_255&545_255&495_395&495-0_0_2_8_29_27_26-62-9.jpg,83,0_0,"[255, 495, 395, 545]","[[395, 545], [255, 545], [255, 495], [395, 495]]",皖ACJ421,"[0, 0, 2, 8, 29, 27, 26]",62,9
ccpd_weather/0083-0_1-205&460_350&508-349&508_205&508_206&460_350&460-0_0_3_24_25_25_5-55-45.jpg,83,0_1,"[205, 460, 350, 508]","[[349, 508], [205, 508], [206, 460], [350, 460]]",皖ADO00F,"[0, 0, 3, 24, 25, 25, 5]",55,45
ccpd_weather/0083-0_10-305&481_445&531-437&529_305&531_313&483_445&481-0_0_25_30_20_28_32-101-18.jpg,83,0_10,"[305, 481, 445, 531]","[[437, 529], [305, 531], [313, 483], [445, 481]]",皖A05W37,"[0, 0, 25, 30, 20, 28, 32]",101,18
ccpd_weather/0083-2_1-292&462_423&515-423&510_293&515_292&467_422&462-0_0_12_4_25_24_33-72-12.jpg,83,2_1,"[292, 462, 423, 515]","[[423, 510], [293, 515], [292, 467], [422, 462]]",皖ANE0O8,"[0, 0, 12, 4, 25, 24, 33]",72,12
ccpd_weather/0084-1_0-303&359_438&411-437&411_303&408_304&359_438&362-0_0_23_32_24_27_12-52-11.jpg,84,1_0,"[303, 359, 438, 411]","[[437, 411], [303, 408], [304, 359], [438, 362]]",皖AZ7O2N,"[0, 0, 23, 32, 24, 27, 12]",52,11
ccpd_weather/0085-0_1-231&546_365&599-364&599_231&599_232&546_365&546-0_0_12_16_33_26_25-86-26.jpg,85,0_1,"[231, 546, 365, 599]","[[364, 599], [231, 599], [232, 546], [365, 546]]",皖ANS810,"[0, 0, 12, 16, 33, 26, 25]",86,26
ccpd_weather/0085-0_1-246&433_392&482-392&482_247&482_246&433_391&433-0_0_32_24_31_9_32-69-19.jpg,85,0_1,"[246, 433, 392, 482]","[[392, 482], [247, 482], [246, 433], [391, 433]]",皖A7O6K7,"[0, 0, 32, 24, 31, 9, 32]",69,19
ccpd_weather/0085-0_2-337&413_475&465-475&465_339&465_337&413_473&413-0_0_5_6_25_28_25-81-4.jpg,85,0_2,"[337, 413, 475, 465]","[[475, 465], [339, 465], [337, 413], [473, 413]]",皖AFG030,"[0, 0, 5, 6, 25, 28, 25]",81,4
ccpd_weather/0085-1_1-300&612_438&664-438&660_303&664_300&616_435&612-0_0_33_33_32_25_26-102-13.jpg,85,1_1,"[300, 612, 438, 664]","[[438, 660], [303, 664], [300, 616], [435, 612]]",皖A88701,"[0, 0, 33, 33, 32, 25, 26]",102,13
ccpd_weather/0086-0_0-268&478_412&528-412&528_268&526_268&478_412&480-0_0_16_17_30_24_31-121-29.jpg,86,0_0,"[268, 478, 412, 528]","[[412, 528], [268, 526], [268, 478], [412, 480]]",皖AST5O6,"[0, 0, 16, 17, 30, 24, 31]",121,29
ccpd_weather/0086-0_0-286&535_425&587-424&587_286&585_287&535_425&537-0_0_14_31_32_26_30-89-13.jpg,86,0_0,"[286, 535, 425, 587]","[[424, 587], [286, 585], [287, 535], [425, 537]]",皖AQ6715,"[0, 0, 14, 31, 32, 26, 30]",89,13
ccpd_weather/0086-0_0-378&565_529&613-529&612_378&613_378&566_529&565-0_0_31_24_27_6_24-43-26.jpg,86,0_0,"[378, 565, 529, 613]","[[529, 612], [378, 613], [378, 566], [529, 565]]",皖A6O2GO,"[0, 0, 31, 24, 27, 6, 24]",43,26
ccpd_weather/0086-1_0-376&512_521&562-521&559_377&562_376&515_520&512-0_0_26_31_12_29_27-71-11.jpg,86,1_0,"[376, 512, 521, 562]","[[521, 559], [377, 562], [376, 515], [520, 512]]",皖A16N42,"[0, 0, 26, 31, 12, 29, 27]",71,11
ccpd_weather/0086-1_2-281&446_423&497-420&497_281&493_284&446_423&450-0_10_23_20_24_27_27-79-10.jpg,86,1_2,"[281, 446, 423, 497]","[[420, 497], [281, 493], [284, 446], [423, 450]]",皖LZWO22,"[0, 10, 23, 20, 24, 27, 27]",79,10
ccpd_weather/0086-1_2-333&451_474&502-471&502_333&499_336&451_474&454-11_8_23_4_31_27_33-159-53.jpg,86,1_2,"[333, 451, 474, 502]","[[471, 502], [333, 499], [336, 451], [474, 454]]",浙JZE628,"[11, 8, 23, 4, 31, 27, 33]",159,53
ccpd_weather/0086-1_3-253&509_395&560-395&557_257&560_253&512_391&509-0_0_20_32_25_25_1-77-14.jpg,86,1_3,"[253, 509, 395, 560]","[[395, 557], [257, 560], [253, 512], [391, 509]]",皖AW700B,"[0, 0, 20, 32, 25, 25, 1]",77,14
ccpd_weather/0087-0_4-314&371_454&423-454&422_318&423_314&372_450&371-0_0_30_25_29_4_28-80-29.jpg,87,0_4,"[314, 371, 454, 423]","[[454, 422], [318, 423], [314, 372], [450, 371]]",皖A504E3,"[0, 0, 30, 25, 29, 4, 28]",80,29
ccpd_weather/0087-2_8-264&388_399&442-394&437_264&442_269&393_399&388-0_0_26_28_33_28_27-115-34.jpg,87,2_8,"[264, 388, 399, 442]","[[394, 437], [264, 442], [269, 393], [399, 388]]",皖A13832,"[0, 0, 26, 28, 33, 28, 27]",115,34
ccpd_weather/0088-0_1-284&433_435&482-434&481_284&482_285&434_435&433-0_12_22_2_30_28_33-125-27.jpg,88,0_1,"[284, 433, 435, 482]","[[434, 481], [284, 482], [285, 434], [435, 433]]",皖NYC538,"[0, 12, 22, 2, 30, 28, 33]",125,27
ccpd_weather/0088-1_21-121&501_260&554-260&551_142&554_121&504_239&501-0_0_28_18_29_28_32-69-37.jpg,88,1_21,"[121, 501, 260, 554]","[[260, 551], [142, 554], [121, 504], [239, 501]]",皖A3U437,"[0, 0, 28, 18, 29, 28, 32]",69,37
ccpd_weather/0088-2_1-306&485_440&540-437&540_306&535_309&485_440&490-0_0_33_26_25_18_27-65-19.jpg,88,2_1,"[306, 485, 440, 540]","[[437, 540], [306, 535], [309, 485], [440, 490]]",皖A810U2,"[0, 0, 33, 26, 25, 18, 27]",65,19
ccpd_weather/0089-0_0-204&504_367&550-367&550_204&549_204&504_367&505-0_0_8_32_9_26_32-107-12.jpg,89,0_0,"[204, 504, 367, 550]","[[367, 550], [204, 549], [204, 504], [367, 505]]",皖AJ7K17,"[0, 0, 8, 32, 9, 26, 32]",107,12
ccpd_weather/0089-0_0-317&496_463&547-462&547_317&546_318&496_463&497-0_0_7_29_28_27_10-33-10.jpg,89,0_0,"[317, 496, 463, 547]","[[462, 547], [317, 546], [318, 496], [463, 497]]",皖AH432L,"[0, 0, 7, 29, 28, 27, 10]",33,10
ccpd_weather/0089-0_1-265&553_409&605-408&603_265&605_266&555_409&553-0_0_16_30_8_28_33-175-3.jpg,89,0_1,"[265, 553, 409, 605]","[[408, 603], [265, 605], [266, 555], [409, 553]]",皖AS5J38,"[0, 0, 16, 30, 8, 28, 33]",175,3
ccpd_weather/0089-0_2-378&542_521&594-521&593_381&594_378&543_518&542-0_0_21_22_25_30_24-92-9.jpg,89,0_2,"[378, 542, 521, 594]","[[521, 593], [381, 594], [378, 543], [518, 542]]",皖AXY05O,"[0, 0, 21, 22, 25, 30, 24]",92,9
ccpd_weather/0091-0_0-287&504_437&555-437&555_287&553_287&504_437&506-0_0_3_1_26_27_29-63-15.jpg,91,0_0,"[287, 504, 437, 555]","[[437, 555], [287, 553], [287, 504], [437, 506]]",皖ADB124,"[0, 0, 3, 1, 26, 27, 29]",63,15
ccpd_weather/0091-0_11-347&572_497&623-497&622_358&623_347&573_486&572-0_0_24_0_25_25_33-75-28.jpg,91,0_11,"[347, 572, 497, 623]","[[497, 622], [358, 623], [347, 573], [486, 572]]",皖AOA008,"[0, 0, 24, 0, 25, 25, 33]",75,28
ccpd_weather/0091-1_1-485&302_632&354-632&351_487&354_485&305_630&302-0_7_7_7_29_26_27-82-19.jpg,91,1_1,"[485, 302, 632, 354]","[[632, 351], [487, 354], [485, 305], [630, 302]]",皖HHH412,"[0, 7, 7, 7, 29, 26, 27]",82,19
ccpd_weather/0091-3_0-273&544_415&598-415&590_276&598_273&552_412&544-0_0_10_32_25_33_17-83-5.jpg,91,3_0,"[273, 544, 415, 598]","[[415, 590], [276, 598], [273, 552], [412, 544]]",皖AL708T,"[0, 0, 10, 32, 25, 33, 17]",83,5
ccpd_weather/0092-0_0-261&439_415&489-415&488_262&489_261&440_414&439-0_0_21_24_20_27_24-147-13.jpg,92,0_0,"[261, 439, 415, 489]","[[415, 488], [262, 489], [261, 440], [414, 439]]",皖AXOW2O,"[0, 0, 21, 24, 20, 27, 24]",147,13
ccpd_weather/0092-0_0-271&477_419&529-418&529_271&527_272&477_419&479-0_15_24_24_33_30_27-56-6.jpg,92,0_0,"[271, 477, 419, 529]","[[418, 529], [271, 527], [272, 477], [419, 479]]",皖ROO852,"[0, 15, 24, 24, 33, 30, 27]",56,6
ccpd_weather/0092-0_1-323&481_471&533-470&533_323&533_324&481_471&481-0_0_30_24_33_19_29-166-38.jpg,92,0_1,"[323, 481, 471, 533]","[[470, 533], [323, 533], [324, 481], [471, 481]]",皖A5O8V4,"[0, 0, 30, 24, 33, 19, 29]",166,38
ccpd_weather/0092-1_4-375&431_524&483-524&483_378&480_375&431_521&434-0_0_32_24_25_30_25-54-9.jpg,92,1_4,"[375, 431, 524, 483]","[[524, 483], [378, 480], [375, 431], [521, 434]]",皖A7O050,"[0, 0, 32, 24, 25, 30, 25]",54,9
ccpd_weather/0092-3_0-326&492_453&553-450&553_326&546_329&492_453&499-0_0_16_18_27_24_27-73-3.jpg,92,3_0,"[326, 492, 453, 553]","[[450, 553], [326, 546], [329, 492], [453, 499]]",皖ASU2O2,"[0, 0, 16, 18, 27, 24, 27]",73,3
ccpd_weather/0092-6_3-413&375_546&433-546&418_421&433_413&390_538&375-0_0_6_18_32_29_29-111-12.jpg,92,6_3,"[413, 375, 546, 433]","[[546, 418], [421, 433], [413, 390], [538, 375]]",皖AGU744,"[0, 0, 6, 18, 32, 29, 29]",111,12
